GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ
81,Bonaventure,12.5,125.0,57.1,65.0,60.0,25.0,25.0,5.0,620.0,150.0,10433.0,37239.0,135.0,40.0,180.0,0.0,0.0,45.6,70.0,2.8,270.0,25.0,28683.0,11152.0,32256.0,90.0,975.0,52.3,514.0,1532.0,1439.0,535.0,14.5,110.0,505.0,1210.0,735.0,1205.0,110.0,12.7,10.0,30.0,170.0,0081,2016S05100081,24,Quebec,Bonaventure,,4.3,2.2,00000
82,Bonavista,12.0,115.0,63.3,160.0,55.0,25.0,70.0,10.0,1455.0,210.0,11992.0,33042.0,95.0,70.0,345.0,10.0,0.0,41.2,135.0,4.2,780.0,45.0,23849.0,13132.0,25606.0,520.0,2285.0,56.9,746.9,3304.0,3140.0,725.0,22.3,530.0,1045.0,2670.0,1780.0,2670.0,140.0,28.0,0.0,30.0,145.0,0082,2016S05100082,10,Newfoundland and Labrador,Bonavista,,4.7,7.4,00000
83,Bonnyville,21.0,390.0,68.8,205.0,265.0,190.0,235.0,5.0,2930.0,435.0,7441.0,58226.0,345.0,325.0,805.0,15.0,0.0,66.2,265.0,5.37,1460.0,15.0,40640.0,4568.0,46011.0,390.0,2100.0,74.2,945.9,5860.0,5081.0,1730.0,8.2,705.0,2545.0,4000.0,2825.0,4005.0,115.0,10.8,10.0,105.0,390.0,0083,2016S05100083,48,Alberta,Bonnyville,,7.4,8.7,00101
84,Botwood,13.0,185.0,58.9,125.0,185.0,20.0,35.0,15.0,1055.0,210.0,11413.0,32633.0,55.0,75.0,380.0,0.0,0.0,37.4,140.0,4.44,420.0,70.0,23168.0,11195.0,24192.0,285.0,1840.0,48.1,623.0,2657.0,2763.0,730.0,26.2,270.0,845.0,2285.0,1290.0,2280.0,130.0,22.3,0.0,15.0,130.0,0084,2016S05100084,10,Newfoundland and Labrador,Botwood,,5.5,11.0,00010
86,Bow Island,27.7,85.0,56.5,25.0,35.0,35.0,45.0,5.0,665.0,55.0,8531.0,37703.0,35.0,30.0,95.0,0.0,0.0,57.6,25.0,1.37,405.0,10.0,28992.0,6080.0,31168.0,315.0,705.0,60.7,1292.4,1862.0,1773.0,205.0,16.7,135.0,605.0,1120.0,655.0,1120.0,30.0,5.1,10.0,0.0,50.0,0086,2016S05100086,48,Alberta,Bow Island,,8.2,10.8,00011
87,Bowmanville,20.6,6065.0,67.8,1680.0,3780.0,1595.0,3340.0,75.0,21565.0,1695.0,6803.0,48515.0,2875.0,975.0,7845.0,65.0,30.0,66.2,2415.0,21.7,4600.0,570.0,36491.0,3712.0,41133.0,2115.0,20130.0,71.6,1814.0,35168.0,39371.0,13750.0,7.5,5695.0,19370.0,30820.0,21555.0,30820.0,720.0,7.5,355.0,310.0,3895.0,0087,2016S05100087,35,Ontario,Bowmanville,,3.0,3.4,00000
88,Bracebridge,13.4,980.0,59.1,360.0,585.0,180.0,160.0,40.0,4590.0,345.0,9466.0,42212.0,690.0,205.0,1250.0,15.0,25.0,56.3,460.0,13.39,2130.0,160.0,29778.0,8518.0,32888.0,470.0,5715.0,60.9,689.7,9030.0,9232.0,2590.0,14.3,1385.0,4045.0,7690.0,4445.0,7685.0,135.0,7.6,65.0,55.0,945.0,0088,2016S05100088,35,Ontario,Bracebridge,,4.8,4.0,00000
89,Bradford,21.2,3180.0,68.1,735.0,3435.0,2240.0,3315.0,50.0,16610.0,1330.0,6719.0,43971.0,2600.0,850.0,4390.0,50.0,25.0,68.2,1195.0,11.94,2795.0,480.0,32394.0,3258.0,35876.0,2665.0,15410.0,72.6,2501.1,23024.0,29862.0,9420.0,9.1,4765.0,14965.0,23215.0,16845.0,23220.0,475.0,6.1,215.0,340.0,3365.0,0089,2016S05100089,35,Ontario,Bradford,,3.0,4.5,00000
91,Brandon,19.0,6150.0,65.5,2540.0,1540.0,465.0,545.0,125.0,26015.0,2230.0,6954.0,44563.0,4075.0,1260.0,5735.0,195.0,225.0,64.8,3045.0,28.32,15020.0,765.0,32081.0,4099.0,36568.0,3320.0,27315.0,69.9,1706.4,45624.0,48324.0,14215.0,15.9,7465.0,23720.0,37935.0,25000.0,37935.0,970.0,7.4,385.0,605.0,5640.0,0091,2016S05100091,46,Manitoba,Brandon,,3.6,4.4,00000
92,Brantford,17.8,12205.0,65.0,3190.0,6655.0,3760.0,3850.0,290.0,49385.0,4020.0,8611.0,39447.0,5805.0,2015.0,15160.0,160.0,175.0,59.3,5265.0,61.02,18210.0,1345.0,29193.0,6972.0,31724.0,7315.0,56905.0,63.7,1609.0,94269.0,98179.0,28015.0,15.5,16295.0,44680.0,79070.0,51625.0,79070.0,2005.0,6.8,645.0,710.0,8135.0,0092,2016S05100092,35,Ontario,Brantford,,3.9,5.3,00000
94,Bridgenorth - Chemong Park Area,16.0,665.0,63.4,90.0,185.0,70.0,95.0,15.0,1460.0,140.0,7810.0,48883.0,280.0,95.0,500.0,10.0,25.0,59.1,160.0,6.88,270.0,40.0,33792.0,7100.0,37547.0,165.0,1690.0,61.8,428.1,2934.0,2945.0,1035.0,8.7,380.0,1290.0,2385.0,1585.0,2385.0,45.0,4.4,25.0,20.0,375.0,0094,2016S05100094,35,Ontario,Bridgenorth - Chemong Park Area,,3.5,4.5,00000
96,Bridgewater,13.1,690.0,60.0,355.0,280.0,85.0,130.0,30.0,3830.0,425.0,9348.0,35025.0,600.0,165.0,1290.0,20.0,15.0,50.0,520.0,13.63,2225.0,95.0,25149.0,8988.0,27160.0,630.0,5405.0,54.9,625.9,8241.0,8532.0,2585.0,22.4,965.0,3400.0,7155.0,4185.0,7150.0,265.0,8.9,45.0,90.0,780.0,0096,2016S05100096,12,Nova Scotia,Bridgewater,,4.2,5.2,00000
97,Brighton,11.3,660.0,52.2,145.0,550.0,120.0,150.0,20.0,2290.0,260.0,10497.0,40298.0,350.0,130.0,735.0,0.0,10.0,42.1,220.0,6.92,550.0,85.0,29811.0,11890.0,32597.0,315.0,4050.0,45.5,846.9,5267.0,5861.0,1515.0,10.8,795.0,2025.0,5195.0,2625.0,5195.0,135.0,7.4,35.0,45.0,475.0,0097,2016S05100097,35,Ontario,Brighton,,5.2,6.9,00000
98,Brockville,12.7,1930.0,60.3,875.0,540.0,255.0,490.0,95.0,9565.0,685.0,9881.0,39033.0,1235.0,310.0,3345.0,50.0,35.0,48.5,1375.0,18.71,5215.0,390.0,27047.0,10291.0,29167.0,1535.0,14190.0,53.7,1167.8,22286.0,21854.0,6035.0,20.8,3115.0,8425.0,18425.0,10690.0,18425.0,380.0,9.7,130.0,170.0,1840.0,0098,2016S05100098,35,Ontario,Brockville,,4.2,2.9,00000
101,Brooks,22.8,1845.0,66.6,345.0,290.0,55.0,275.0,30.0,7785.0,810.0,7073.0,47951.0,885.0,540.0,1205.0,50.0,20.0,67.7,570.0,12.86,4515.0,135.0,36656.0,4614.0,41360.0,1660.0,6205.0,74.5,1122.3,13656.0,14436.0,3405.0,10.2,2750.0,6990.0,10700.0,7815.0,10705.0,270.0,9.3,70.0,225.0,1155.0,0101,2016S05100101,48,Alberta,Brooks,,5.1,5.5,00000
105,Bouctouche,10.5,150.0,62.5,35.0,100.0,35.0,0.0,5.0,760.0,55.0,11345.0,32085.0,75.0,30.0,185.0,0.0,0.0,44.6,50.0,4.02,295.0,10.0,24384.0,11659.0,26389.0,340.0,1150.0,55.4,428.5,1709.0,1722.0,365.0,24.9,215.0,590.0,1390.0,915.0,1385.0,30.0,18.8,10.0,35.0,85.0,0105,2016S05100105,13,New Brunswick,Bouctouche,,4.1,7.2,00000
107,Burgeo,6.9,45.0,64.5,55.0,0.0,10.0,30.0,10.0,595.0,105.0,12652.0,31925.0,35.0,35.0,175.0,0.0,0.0,29.1,45.0,1.98,250.0,0.0,22645.0,13045.0,24080.0,215.0,1010.0,48.8,660.4,1464.0,1307.0,330.0,22.8,200.0,335.0,1215.0,745.0,1220.0,65.0,40.3,0.0,20.0,35.0,0107,2016S05100107,10,Newfoundland and Labrador,Burgeo,,5.1,10.8,00010
110,Burns Lake,20.2,115.0,66.6,55.0,25.0,25.0,70.0,0.0,895.0,105.0,7406.0,37695.0,130.0,65.0,220.0,0.0,0.0,53.5,80.0,2.95,525.0,10.0,26944.0,4699.0,29152.0,215.0,1030.0,62.3,655.6,2222.0,1932.0,515.0,18.8,285.0,760.0,1490.0,1015.0,1490.0,40.0,14.1,10.0,40.0,150.0,0110,2016S05100110,59,British Columbia,Burns Lake,,14.8,22.2,01223
111,Cabano,13.0,145.0,61.3,90.0,110.0,45.0,20.0,10.0,1060.0,390.0,10563.0,35196.0,135.0,85.0,205.0,10.0,0.0,47.8,160.0,2.73,585.0,20.0,26000.0,9658.0,28213.0,235.0,1515.0,52.9,894.6,2470.0,2438.0,820.0,19.7,150.0,900.0,2035.0,1210.0,2040.0,305.0,9.7,20.0,45.0,185.0,0111,2016S05100111,24,Quebec,Cabano,,4.8,4.3,00000
114,Caledonia,18.6,1200.0,67.4,475.0,1575.0,450.0,465.0,10.0,5365.0,475.0,7123.0,50120.0,670.0,305.0,1800.0,20.0,15.0,66.8,670.0,5.57,1250.0,125.0,36861.0,4520.0,41368.0,325.0,5085.0,70.4,1738.2,9871.0,9674.0,3245.0,5.5,1555.0,4940.0,7795.0,5130.0,7795.0,170.0,5.0,45.0,105.0,870.0,0114,2016S05100114,35,Ontario,Caledonia,,2.4,3.4,00000
115,Calgary,18.3,256495.0,70.5,46840.0,161505.0,50720.0,36425.0,6365.0,712225.0,50370.0,6459.0,67771.0,198340.0,32600.0,141365.0,7705.0,8670.0,66.1,67250.0,586.08,105445.0,57340.0,38523.0,2952.0,43329.0,58820.0,543870.0,73.1,2111.8,1.094379e6,1.237656e6,503850.0,9.3,157735.0,610590.0,995205.0,720405.0,995205.0,17770.0,9.5,14525.0,25545.0,286575.0,0115,2016S05100115,48,Alberta,Calgary,,3.9,4.8,00000
119,Campbell River,15.5,4170.0,63.3,1245.0,1050.0,460.0,1190.0,155.0,17000.0,2470.0,9393.0,43239.0,1790.0,1510.0,4800.0,105.0,30.0,54.1,2105.0,30.72,7820.0,475.0,30004.0,8398.0,33217.0,2210.0,20715.0,59.9,1143.9,33448.0,35138.0,10370.0,15.0,5780.0,14690.0,28985.0,18360.0,28980.0,960.0,9.7,205.0,510.0,2595.0,0119,2016S05100119,59,British Columbia,Campbell River,,4.2,4.2,00000
121,Campbellford,13.1,160.0,53.3,115.0,140.0,135.0,90.0,15.0,1240.0,125.0,10321.0,33397.0,85.0,70.0,460.0,0.0,0.0,39.8,175.0,3.74,545.0,20.0,24704.0,11312.0,26112.0,305.0,2270.0,44.5,929.5,3483.0,3473.0,745.0,23.1,510.0,1070.0,2860.0,1560.0,2865.0,60.0,10.6,25.0,20.0,140.0,0121,2016S05100121,35,Ontario,Campbellford,,8.4,8.2,00000
122,Campbellton,13.9,665.0,62.4,660.0,140.0,35.0,160.0,45.0,4530.0,600.0,9987.0,34667.0,550.0,180.0,1510.0,60.0,10.0,46.3,790.0,21.23,2850.0,130.0,24819.0,9521.0,26444.0,1020.0,6815.0,53.5,504.8,11990.0,10716.0,3065.0,24.5,1285.0,3860.0,8690.0,5380.0,8690.0,420.0,13.7,60.0,150.0,805.0,0122,2016S05100122,13,New Brunswick/Quebec,Campbellton,,7.7,8.2,00001
123,Camrose,16.8,1110.0,61.6,965.0,440.0,235.0,695.0,40.0,9585.0,1110.0,9239.0,51773.0,1375.0,800.0,2145.0,60.0,90.0,59.0,1155.0,17.08,5895.0,220.0,34734.0,8353.0,38554.0,1105.0,9425.0,65.0,1084.6,17057.0,18520.0,5305.0,10.2,2645.0,8370.0,14935.0,9055.0,14935.0,310.0,9.4,75.0,235.0,1820.0,0123,2016S05100123,48,Alberta,Camrose,,5.2,4.3,00000
125,Canmore,14.8,1460.0,72.2,610.0,445.0,165.0,505.0,20.0,7335.0,565.0,5914.0,72575.0,2065.0,355.0,1650.0,100.0,80.0,71.8,985.0,13.44,3555.0,565.0,39812.0,3104.0,45146.0,245.0,5075.0,76.2,875.4,10539.0,11764.0,5375.0,6.6,1530.0,6130.0,9680.0,7150.0,9680.0,205.0,5.7,160.0,185.0,2980.0,0125,2016S05100125,48,Alberta,Canmore,,6.7,6.6,00101
126,Cannington,21.1,145.0,60.4,55.0,165.0,125.0,225.0,5.0,925.0,115.0,8572.0,42256.0,105.0,80.0,285.0,0.0,0.0,61.1,100.0,1.82,185.0,20.0,32171.0,7032.0,35200.0,95.0,1000.0,64.9,1011.8,1808.0,1845.0,545.0,14.0,330.0,840.0,1440.0,965.0,1445.0,30.0,6.4,10.0,10.0,135.0,0126,2016S05100126,35,Ontario,Cannington,,4.7,5.7,00000
127,Canora,15.9,40.0,51.6,55.0,155.0,25.0,15.0,5.0,700.0,95.0,10324.0,41397.0,100.0,45.0,160.0,10.0,0.0,48.5,70.0,1.44,350.0,0.0,27187.0,11029.0,29328.0,110.0,1020.0,53.8,1177.0,1835.0,1700.0,385.0,21.1,250.0,580.0,1330.0,745.0,1330.0,50.0,9.1,10.0,20.0,110.0,0127,2016S05100127,47,Saskatchewan,Canora,,7.3,4.7,00000
129,Cap-aux-Meules,9.9,50.0,60.5,90.0,20.0,15.0,0.0,5.0,910.0,215.0,11904.0,39469.0,120.0,55.0,210.0,10.0,0.0,47.2,135.0,4.8,680.0,25.0,28768.0,11612.0,32624.0,195.0,1355.0,54.6,422.4,1952.0,2028.0,625.0,10.2,180.0,770.0,1690.0,1000.0,1690.0,160.0,13.6,10.0,35.0,160.0,0129,2016S05100129,24,Quebec,Cap-aux-Meules,,6.7,3.0,00000
130,Cap-Chat,10.7,135.0,55.1,20.0,20.0,0.0,20.0,0.0,335.0,150.0,11804.0,27166.0,30.0,40.0,65.0,0.0,0.0,33.1,25.0,1.14,100.0,10.0,19931.0,12136.0,20557.0,225.0,750.0,41.9,943.9,1044.0,1072.0,260.0,31.4,100.0,280.0,860.0,585.0,860.0,115.0,20.8,0.0,0.0,45.0,0130,2016S05100130,24,Quebec,Cap-Chat,,4.8,5.5,00000
133,Capreol,16.2,205.0,66.2,75.0,395.0,200.0,90.0,10.0,1285.0,195.0,9115.0,44355.0,55.0,70.0,520.0,0.0,0.0,52.7,145.0,1.99,255.0,0.0,31859.0,8184.0,35428.0,225.0,1695.0,58.9,1417.9,2875.0,2815.0,780.0,11.2,465.0,1150.0,2240.0,1475.0,2240.0,130.0,10.6,0.0,10.0,55.0,0133,2016S05100133,35,Ontario,Capreol,,4.2,7.3,00000
134,Caraquet,11.6,210.0,62.2,55.0,90.0,45.0,10.0,15.0,1500.0,250.0,11219.0,41366.0,260.0,95.0,375.0,10.0,10.0,52.6,100.0,7.63,900.0,60.0,27627.0,10064.0,30416.0,215.0,2025.0,58.1,407.5,3079.0,3108.0,1110.0,18.1,355.0,1255.0,2615.0,1685.0,2620.0,155.0,9.9,60.0,85.0,400.0,0134,2016S05100134,13,New Brunswick,Caraquet,,3.2,4.3,00000
135,Carberry,18.5,100.0,57.1,30.0,165.0,25.0,10.0,5.0,800.0,100.0,9443.0,40552.0,80.0,65.0,200.0,0.0,0.0,57.8,80.0,1.75,400.0,25.0,33504.0,8640.0,38272.0,135.0,925.0,60.1,961.3,1669.0,1682.0,405.0,9.8,240.0,695.0,1345.0,780.0,1340.0,35.0,3.7,0.0,0.0,100.0,0135,2016S05100135,46,Manitoba,Carberry,,5.8,5.3,00000
136,Carbonear,13.5,415.0,62.2,165.0,145.0,70.0,390.0,20.0,2830.0,565.0,11087.0,37520.0,310.0,315.0,1015.0,0.0,0.0,44.6,320.0,10.83,1315.0,80.0,24783.0,11144.0,26573.0,525.0,4335.0,54.3,601.8,6309.0,6520.0,2090.0,19.8,815.0,2330.0,5395.0,3430.0,5395.0,260.0,17.9,20.0,85.0,415.0,0136,2016S05100136,10,Newfoundland and Labrador,Carbonear,,5.4,9.5,00000
137,Cardinal,14.2,220.0,61.9,45.0,140.0,45.0,45.0,0.0,710.0,80.0,10903.0,32600.0,35.0,40.0,220.0,0.0,0.0,44.9,75.0,2.42,185.0,10.0,25259.0,10741.0,27477.0,210.0,1135.0,49.7,708.5,1789.0,1717.0,345.0,22.4,315.0,635.0,1470.0,870.0,1470.0,45.0,10.3,0.0,0.0,40.0,0137,2016S05100137,35,Ontario,Cardinal,,4.7,7.8,00000
138,Cardston,22.6,115.0,51.2,125.0,85.0,35.0,70.0,5.0,1220.0,180.0,9994.0,37452.0,205.0,110.0,290.0,10.0,10.0,50.5,195.0,3.22,765.0,35.0,26304.0,10656.0,27371.0,55.0,1555.0,54.2,1012.5,3283.0,3258.0,760.0,14.2,400.0,1070.0,2305.0,1215.0,2305.0,70.0,6.4,0.0,45.0,250.0,0138,2016S05100138,48,Alberta,Cardston,,6.2,14.7,00011
140,Carleton Place,18.2,1175.0,63.6,380.0,1315.0,715.0,625.0,25.0,6185.0,485.0,8271.0,46011.0,895.0,225.0,2415.0,25.0,15.0,62.3,605.0,12.47,1640.0,200.0,33586.0,7045.0,37345.0,545.0,6530.0,66.1,957.5,10829.0,11936.0,4180.0,11.0,1595.0,5465.0,9450.0,6315.0,9450.0,260.0,5.9,80.0,75.0,1210.0,0140,2016S05100140,35,Ontario,Carleton Place,,4.1,5.3,00000
141,Carlyle,20.5,80.0,63.6,75.0,55.0,25.0,25.0,0.0,835.0,110.0,6959.0,64346.0,120.0,55.0,130.0,10.0,0.0,68.1,65.0,2.2,525.0,10.0,38985.0,4448.0,43776.0,105.0,665.0,72.8,683.3,1431.0,1503.0,390.0,8.9,270.0,715.0,1160.0,770.0,1155.0,50.0,6.5,10.0,15.0,140.0,0141,2016S05100141,47,Saskatchewan,Carlyle,,5.1,7.6,00000
142,Carman,17.1,160.0,53.0,80.0,105.0,75.0,95.0,10.0,1340.0,85.0,9493.0,54095.0,175.0,15.0,320.0,10.0,10.0,53.5,155.0,2.85,795.0,50.0,29777.0,9901.0,33024.0,240.0,1760.0,56.5,1045.7,2839.0,2980.0,730.0,14.6,345.0,1225.0,2395.0,1320.0,2400.0,70.0,5.2,15.0,75.0,255.0,0142,2016S05100142,46,Manitoba,Carman,,6.2,7.5,00000
143,Carnduff,19.0,55.0,56.1,20.0,20.0,30.0,25.0,5.0,495.0,85.0,8522.0,48290.0,45.0,45.0,105.0,0.0,0.0,62.3,25.0,1.05,280.0,0.0,37312.0,7024.0,42624.0,50.0,440.0,67.8,971.0,1060.0,1023.0,225.0,6.4,170.0,410.0,730.0,450.0,735.0,40.0,7.1,0.0,0.0,40.0,0143,2016S05100143,47,Saskatchewan,Carnduff,,7.8,2.4,00000
144,Casselman,16.5,295.0,65.5,110.0,410.0,360.0,145.0,10.0,1865.0,200.0,8445.0,47673.0,335.0,75.0,550.0,10.0,0.0,64.6,165.0,5.14,550.0,45.0,37176.0,6608.0,41874.0,190.0,1935.0,66.3,692.5,3642.0,3563.0,1190.0,8.4,470.0,1765.0,2835.0,1855.0,2835.0,125.0,2.4,20.0,30.0,405.0,0144,2016S05100144,35,Ontario,Casselman,,4.8,5.9,00000
146,Castlegar,14.7,1320.0,63.2,350.0,540.0,155.0,80.0,25.0,4470.0,790.0,9020.0,42903.0,495.0,555.0,1310.0,15.0,15.0,56.0,490.0,14.74,1825.0,150.0,30229.0,7957.0,33321.0,355.0,5190.0,60.9,612.1,8815.0,9023.0,2925.0,14.4,1360.0,3910.0,7430.0,4635.0,7430.0,235.0,8.1,40.0,110.0,715.0,0146,2016S05100146,59,British Columbia,Castlegar,,6.5,7.4,00001
149,Causapscal,12.6,165.0,63.3,45.0,0.0,15.0,15.0,5.0,445.0,185.0,11102.0,31719.0,20.0,50.0,105.0,0.0,0.0,43.9,55.0,1.73,160.0,0.0,24939.0,11008.0,26901.0,135.0,735.0,52.6,602.9,1133.0,1041.0,315.0,22.1,95.0,350.0,865.0,545.0,870.0,135.0,16.5,0.0,10.0,20.0,0149,2016S05100149,24,Quebec,Causapscal,,3.7,4.9,00000
150,Cayuga,15.8,210.0,64.0,40.0,195.0,170.0,125.0,10.0,1030.0,85.0,8568.0,42391.0,80.0,60.0,310.0,0.0,0.0,65.0,60.0,2.13,240.0,10.0,32205.0,7477.0,35296.0,120.0,995.0,69.0,803.3,1622.0,1713.0,495.0,10.0,320.0,945.0,1520.0,935.0,1520.0,20.0,5.7,0.0,10.0,90.0,0150,2016S05100150,35,Ontario,Cayuga,,3.0,5.6,00000
154,Chandler,11.8,190.0,59.1,100.0,65.0,20.0,25.0,10.0,905.0,275.0,11556.0,33003.0,100.0,90.0,225.0,0.0,0.0,41.2,130.0,1.9,475.0,10.0,24789.0,11499.0,27046.0,300.0,1640.0,46.7,1201.4,2273.0,2285.0,655.0,20.4,225.0,780.0,1975.0,1185.0,1975.0,185.0,11.9,15.0,25.0,130.0,0154,2016S05100154,24,Quebec,Chandler,,2.6,5.0,00000
155,Channel-Port aux Basques,12.8,185.0,60.6,55.0,40.0,10.0,20.0,10.0,1525.0,270.0,11212.0,34932.0,135.0,95.0,520.0,0.0,0.0,39.8,115.0,4.89,930.0,60.0,26071.0,11077.0,27744.0,400.0,2480.0,50.5,749.4,3818.0,3665.0,1015.0,17.8,465.0,1190.0,3090.0,1885.0,3095.0,175.0,21.5,0.0,35.0,195.0,0155,2016S05100155,10,Newfoundland and Labrador,Channel-Port aux Basques,,6.2,12.1,00010
156,Chapais,16.3,120.0,68.1,35.0,100.0,20.0,75.0,0.0,700.0,300.0,10866.0,43451.0,40.0,75.0,95.0,0.0,0.0,62.6,45.0,0.99,315.0,10.0,30944.0,8904.0,34624.0,200.0,740.0,65.9,1329.0,1417.0,1318.0,470.0,8.1,115.0,635.0,1070.0,785.0,1070.0,230.0,5.0,0.0,10.0,60.0,0156,2016S05100156,24,Quebec,Chapais,,3.6,4.1,00000
157,Chapleau,15.0,50.0,62.8,40.0,0.0,10.0,20.0,0.0,570.0,65.0,10201.0,39529.0,50.0,35.0,200.0,0.0,0.0,49.8,60.0,0.57,425.0,10.0,30432.0,8811.0,33254.0,140.0,715.0,55.6,2057.0,1226.0,1170.0,330.0,16.3,170.0,490.0,1030.0,640.0,1025.0,30.0,12.3,0.0,0.0,70.0,0157,2016S05100157,35,Ontario,Chapleau,,3.4,6.4,00000
159,Charlottetown,14.8,6020.0,66.3,2020.0,1110.0,515.0,405.0,250.0,23460.0,1350.0,7721.0,41236.0,5565.0,530.0,6355.0,285.0,340.0,58.4,2555.0,49.3,12170.0,1690.0,28179.0,5858.0,31562.0,1785.0,26765.0,64.7,907.4,41613.0,44739.0,16665.0,20.5,4785.0,20230.0,36860.0,23235.0,36860.0,820.0,9.8,440.0,635.0,8325.0,0159,2016S05100159,11,Prince Edward Island,Charlottetown,,4.4,4.4,00000
161,Chase,11.3,130.0,51.8,55.0,135.0,105.0,60.0,15.0,820.0,120.0,11853.0,35422.0,45.0,75.0,235.0,0.0,0.0,38.7,70.0,2.33,270.0,15.0,24466.0,11803.0,26606.0,195.0,1505.0,43.0,969.5,2463.0,2263.0,480.0,19.5,365.0,695.0,1940.0,1035.0,1940.0,40.0,10.2,0.0,55.0,60.0,0161,2016S05100161,59,British Columbia,Chase,,6.7,11.6,00011
162,Château-Richer,16.6,260.0,62.1,45.0,180.0,55.0,30.0,5.0,685.0,240.0,8734.0,37831.0,95.0,90.0,190.0,0.0,0.0,60.3,50.0,1.8,115.0,15.0,31616.0,8008.0,36096.0,75.0,885.0,61.6,833.3,1377.0,1503.0,570.0,7.4,90.0,645.0,1120.0,735.0,1115.0,150.0,1.4,0.0,25.0,110.0,0162,2016S05100162,24,Quebec,Château-Richer,,6.2,5.3,00000
167,Chatham,16.7,4105.0,62.0,1705.0,1555.0,605.0,790.0,165.0,19990.0,1320.0,9345.0,38287.0,2685.0,760.0,7130.0,95.0,40.0,53.9,2530.0,31.36,10960.0,480.0,28101.0,8430.0,30403.0,3185.0,26230.0,58.8,1388.7,44676.0,43550.0,12295.0,19.6,6390.0,18015.0,34970.0,21870.0,34975.0,560.0,8.4,260.0,280.0,3560.0,0167,2016S05100167,35,Ontario,Chatham,,4.1,4.2,00000
169,Chemainus,8.3,290.0,50.2,45.0,160.0,55.0,85.0,15.0,1115.0,140.0,10503.0,37082.0,160.0,105.0,345.0,0.0,0.0,38.5,140.0,2.09,320.0,50.0,27776.0,11744.0,30120.0,135.0,2110.0,42.8,1447.6,2914.0,3021.0,780.0,15.2,415.0,900.0,2700.0,1330.0,2700.0,35.0,9.5,15.0,65.0,230.0,0169,2016S05100169,59,British Columbia,Chemainus,,5.4,5.7,00000
170,Chesley,18.4,210.0,57.2,45.0,130.0,50.0,75.0,15.0,810.0,95.0,9629.0,38506.0,75.0,55.0,235.0,10.0,0.0,54.2,65.0,1.91,250.0,25.0,27200.0,8608.0,29184.0,140.0,1085.0,59.6,963.5,1895.0,1843.0,445.0,19.0,270.0,705.0,1385.0,850.0,1380.0,40.0,8.5,0.0,10.0,105.0,0170,2016S05100170,35,Ontario,Chesley,,6.5,3.3,00000
171,Chester,9.9,70.0,50.7,55.0,80.0,90.0,60.0,10.0,625.0,75.0,10244.0,56271.0,120.0,35.0,160.0,0.0,20.0,50.6,70.0,3.59,230.0,30.0,26752.0,11168.0,28800.0,75.0,955.0,53.2,405.9,1484.0,1458.0,435.0,20.4,105.0,535.0,1175.0,615.0,1180.0,45.0,4.8,20.0,10.0,190.0,0171,2016S05100171,12,Nova Scotia,Chester,,6.5,3.8,00000
172,Chesterville,18.2,135.0,59.2,70.0,115.0,125.0,100.0,0.0,735.0,95.0,9790.0,40323.0,55.0,55.0,230.0,0.0,0.0,54.7,105.0,1.86,160.0,15.0,30080.0,9683.0,32853.0,135.0,935.0,58.3,900.3,1448.0,1677.0,410.0,14.6,230.0,630.0,1270.0,775.0,1270.0,40.0,6.1,10.0,10.0,80.0,0172,2016S05100172,35,Ontario,Chesterville,,6.2,6.6,00000
